"subject","level","description","course_code","course_name","credits"
"Geography","Undergraduate","Terms offered: Fall 2018, Spring 2018, Spring 2017A spatial analytic approach to digital mapping and GIS. Given that recording the geolocation of scientific, business and social data is now routine, the question of what we can learn from the spatial aspect of data arises. This class looks at challenges in analyzing spatial data, particularly scale and spatial dependence. Various methods are considered such as hotspot detection, interpolation, and map overlay. The emphasis throughout is hands","GEOG 187","Geographic Information Analysis","4 Units"
"Geography","Undergraduate","Terms offered: Fall 2025, Fall 2024, Fall 2023This course introduces the student to the rapidly expanding field of Geographic Information Systems (GIS). It addresses both theory and application and provides the student with a dynamic analytical framework within which temporal and spatial data and information is gathered, integrated, interpreted, and manipulated. It emphasizes a conceptual appreciation of GIS and offers an opportunity to apply some of those concepts to contemporary geographical","GEOG C188","Geographic Information Science","4 Units"
"Geography","Undergraduate","Terms offered: Fall 2025, Summer 2025 Second 6 Week Session, Fall 2024This is a practice-based course in which students will shoot and edit photographic works that document and interpret the landscape and people along San Pablo Avenue from Oakland to Hercules, CA. Through the process of making photographs, analyzing them, editing them into a body of work, and critiquing them along the way, this course willengage with questions of how photography can help us understand the people we encounter","GEOG 189","Visual Geography","4 Units"
"Geography","Undergraduate","Terms offered: Spring 2024, Fall 2023, Spring 2023Required for Honors in Geography. Students will write a thesis. One or two semesters, at the instructor's option; if two semesters, credit and grade to be awarded upon completion of the sequence.","GEOG H195A","Honors Course","1 - 4 Units"
"Geography","Undergraduate","Terms offered: Spring 2024, Fall 2023, Spring 2023Required for Honors in Geography. Students will write a thesis. One or two semesters, at the instructor's option; if two semesters, credit and grade to be awarded upon completion of the sequence.","GEOG H195B","Honors Course","1 - 4 Units"
"Geography","Undergraduate","Terms offered: Fall 2023, Fall 2022, Spring 2022Supervised experience in application of geography in off-campus organizations. Regular individual meetings with faculty sponsor and written reports required.","GEOG 197","Field Study in Geography","1 - 4 Units"
"Geography","Undergraduate","Terms offered: Spring 2025, Fall 2024, Fall 2023","GEOG 198","Directed Group Study","1 - 4 Units"
"Geography","Undergraduate","Terms offered: Summer 2024 First 6 Week Session, Summer 2024 Second 6 Week Session, Spring 2024","GEOG 199","Supervised Independent Study","1 - 4 Units"
"Geography","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2023The class has several goals. One is to give students a sound basis upon which to judge arguments. A second is to help students see, think, and write geographically--that is, to interpret the making and meaning of our physical and human landscapes. A third goal is to introduce students to the tremendous range of geographical inquiry and what is probably the major strength of geography as a form of thought: to wit, making links across space, among","GEOG 200A","Contemporary Geographic Thought","5 Units"
"Geography","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023'Geographical Difference/Differentiation' is a 5 unit course with Seminar and Workshop components. The Seminar reads canonical work in social theory against contemporary Geography, including metropolitan traditions of critique of capitalism, urbanization, space and time, discipline-biopower-sovereignty, and the now; Southern traditions of agrarian, subaltern and materialist postcolonial studies; Black radical and oceanic traditions that stretch","GEOG 200B","Contemporary Geographic Thought 2 (Geographical Difference and Differentiation)","5 Units"
"Geography","Graduate","Terms offered: Fall 2025, Fall 2023, Spring 2022This course is meant as a Foundation in Geography theory. But this course is moreabout geographic methods of dissolution or abolition than it is about constructing acoherent, systematic body of work founded in a unified body of geographic thoughtand/or tradition. We will read some texts that are often considered foundational butwe will read them with and through people who contested, undermined, and remadethem. We","GEOG 200C","Foundations in Geographic Thought","5 Units"
"Geography","Graduate","Terms offered: Fall 2025, Fall 2016, Fall 2011The relationship between societies and natural environments lies at the heart of geographical inquiry and has gained urgency as the rate and scale of human transformation of nature have grown, often outstripping our understanding of causes and effects. The physical side of environmental science has received most of the emphasis in university research, but the social basis of environmental change must be studied as well. Recent developments in social","GEOG 203","Nature and Culture: Social Theory, Social Practice, and the Environment","4 Units"
"Geography","Graduate","Terms offered: Fall 2024, Fall 2023, Fall 2022This graduate seminar explores the inextricable connection between blackness and geography.Considering Katherine McKittrick’s claim that Black geographies are “‘the terrain of politicalstruggle itself’ or where the imperative of a perspective of struggle takes place,” we will situatethe spatial relations of blackness by placing Black people at the core of spatial production andexamine the mechanisms by which this takes place.","GEOG 205","Black Geographies","4 Units"
"Geography","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023In this seminar students will discuss research design, method, writing, and engage with oneanother’s research and dissertation projects. Two-thirds of each class meeting will bedevoted to discussion of students’ work in progress. Each student will present their ongoingprojects 3-4 times throughout the semester and receive constructive feedback from theseminar participants. One third of each class meeting is used for","GEOG 206","Research Seminar in Comparative Urban Studies","3 Units"
"Geography","Graduate","Terms offered: Fall 2025This is a practical course with an emphasis on applying for grants and fellowships. Students will choose a fellowship program and complete application components during the course. We’ll also be conducting in person mock interviews. This class is most useful for those who plan to apply for a grant of fellowship such as the Foreign Language Area Studies grant (FLAS), a Fulbright Fellowship or similar funding opportunity that is based on a personal statement and research","GEOG 207","The Art of the Pitch: Grant Writing, Research Proposals & Fellowships","4 Units"
"Geography","Graduate","Terms offered: Spring 2011, Spring 2010, Spring 2009This course examines how concepts and theories of ""development"" have been produced, maintained, used, and challenged in different regions of the world economy. It will offer a framework for analyzing how changing and contending models of development both reflect and shape social processes and practices.","GEOG 214","Development Theories and Practices","4 Units"
"Geography","Graduate","Terms offered: Fall 2020, Spring 2019, Spring 2017This seminar is designed for students intending to do research on topics of comparative development, the organization of work, and access to resources in different regions of the world economy. Participants in the seminar will be expected to write a research proposal and to participate actively in reading and responding to each other's work.","GEOG 215","Seminar in Comparative and International Development","4 Units"
"Geography","Graduate","Terms offered: Spring 2013, Spring 2009, Spring 2007This seminar focuses on major works in political economy and social theory concerning capitalism, human action, and space-time. We grapple with what ""value"" means in ""Capital"", paying particular attention to issues of historical specificity, abstract labor time, and the ""value theory of labor."" We spatialize the argument by a close reading of David Harvey, and we look at attempts to understand capital's relation","GEOG 220","Capital, Value, and Scale","4 Units"
"Geography","Graduate","Terms offered: Spring 2018This class will introduce the theory, background, and practice of (analog) gaming, and simulation, or, more generally speculative world-building. These activities are increasingly important in contemporary culture, and also in science, policy, business, planning, and government, in situations where understanding how the world works, how the world might work, or how things might work differently are important. In addition to approaching games as objects of study, students","GEOG 221","Speculative World-Building: Games and Simulation","4 Units"
"Geography","Graduate","Terms offered: Spring 2015Simulation is now a widely adopted approach to science. This class will examine what simulation models are, and why and how they are used. Models that focuson spatial processes (aggregation, segregation, diffusion, movement, growth) will be closely considered. A particular concern will be to explore how simulationmodels may help elucidate the relationships between processes and the spatial outcomes they produce.","GEOG 228","Spatial Simulation Modeling","4 Units"
"Geography","Graduate","Terms offered: Prior to 2007This course examines the economy as a domain of social analysis for understanding the black experience. Throughout the course we will examine what forms economic institutions and practices take across the black Diaspora. We will examine the central place of race within capitalist economies, largely overlooked by mainstream economic analyses and unpack its implications for equality in wider capitalist markets, state systems, and policy initiatives. Through historical","GEOG 230","Economies of Race","4 Units"
"Geography","Graduate","Terms offered: Spring 2024, Spring 2021, Spring 2020, Spring 2018A review of the mechanics of glacial systems, including formation of ice masses, glacial flow mechanisms, subglacial hydrology, temperature and heat transport, global flow, and response of ice sheets and glaciers. We will use this knowledge to examine glaciers as geomorphologic agents and as participants in climate change.","GEOG C241","Glaciology","4 Units"
"Geography","Graduate","Terms offered: Spring 2016, Spring 2014, Spring 2013Applying a complex-systems approach to environmental problems can yield valuable insight into risk, potential drivers of change, likely outcomes of perturbation, and whether it is even possible to forecast or manage system behavior. This course explores complex-systems theory and applications in geography, ecology, and earth science. Case studies include climate change, coupled human-environmental systems, vegetation community change, river","GEOG 244","Complex Environmental Systems","3 Units"
"Geography","Graduate","Terms offered: Spring 2025, Spring 2008, Fall 2007This graduate seminar will cover classic and modern research papers in trace gas biogeochemistry. Specific topics will vary by semester and may include: greenhouse gases, ozone-depleting gases, biosphere-atmosphere exchange, tropical forest biogeochemistry, Arctic biogeochemistry, peatland/wetland biogeochemistry, atmospheric impacts of croplands, volatile organic compounds, field and lab methods, the evolution of Earth’s atmosphere, and air-sea","GEOG 245","Topics in Trace Gas Biogeochemistry","4 Units"
"Geography","Graduate","Terms offered: Fall 2011, Fall 2009, Fall 2006Numerous tectonic and Earth surface processes act in concert to produce the physical landscapes of our planet. This course examines three major regions of California (the Sierra Nevada, the Basin and Range, and the Southern Coast Ranges) as specific case studies for demonstrating how landscapes can be understood using concepts from tectonics, geomorphology, and geography. Two four-day field trips and preparatory readings for them will illuminate","GEOG 246","Geomorphology of California","4 Units"
"Geography","Graduate","Terms offered: Spring 2023Technology shapes how land is known, used, valued and imagined. This seminar responds to how 21st century digital innovations are changing real estate planning and development; the commodification and trade of land, housing, and property; and politics and practices of dwelling globally. We will develop theoretical perspectives on what the digital brings to property via case studies of cloud computing, urban housing, and agrarian and rural land.","GEOG 247","Digital Transformations in Land, Housing, and Property","4 Units"
"Geography","Graduate","Terms offered: Fall 2025, Fall 2006, Fall 2004This graduate seminar will provide an introduction to the theory and practice of geospatial analysis for biodiversity research. The course will consist of lectures on the nature of geographic data, representation of geographic information, sources of geospatial data, field sampling, and spatial analysis, modeling, inference, and uncertainty. Lectures will be complemented with reading discussions illustrating current research on biodiversity using","GEOG 248","Geospatial Analysis for Biodiversity Research","4 Units"
"Geography","Graduate","Terms offered: Fall 2008This graduate seminar teaches objective techniques for spatiotemporal data analysis focusing primarily on Empirical Orthogonal Function (EOF) analysis and its derivatives. The context will be climate data analysis, but the technique is readily translatable to other fields. The goal is to get the student sufficiently comfortable with the technique so they can use it in their research.","GEOG 249","Spatiotemporal Data Analysis in the Climate Sciences","3 Units"
"Geography","Graduate","Terms offered: Spring 2020, Fall 2014, Spring 2014, Fall 2013Individual projects and group discussions concerning social constraints to, and effects of, natural resource planning and management. Application of sociological theories to problems of managing wildland ecosystems. Students will examine topics of individual interest related to the management of wildland uses. Enrollment limited.","GEOG C250","Seminar in Sociology of Forest and Wildland Resources","3 Units"
"Geography","Graduate","Terms offered: Spring 2025, Spring 2024, Fall 2020Research seminar on selected topics in cultural geography.","GEOG 251","Topics in Cultural Geography","4 Units"
"Geography","Graduate","Terms offered: Fall 2025, Fall 2021, Spring 2016Research seminar on selected topics in economic geography.","GEOG 252","Topics in Economic Geography","4 Units"
"Geography","Graduate","Terms offered: Spring 2014, Fall 2012, Spring 2012Research seminar on selected topics in urban geography.","GEOG 253","Topics in Urban Geography","4 Units"
"Geography","Graduate","Terms offered: Fall 2016Research seminar on selected topics in GIS.","GEOG 254","Topics in GIS","4 Units"
"Geography","Graduate","Terms offered: Spring 2025, Fall 2024, Spring 2021Research seminar on selected topics in political geography.","GEOG 255","Topics in Political Geography","4 Units"
"Geography","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2018Research seminar on selected topics in climatology.","GEOG 257","Topics in Climatology","4 Units"
"Geography","Graduate","Terms offered: Fall 2022, Spring 2015, Spring 2013Research seminar on selected topics in biogeography.","GEOG 260","Topics in Biogeography","4 Units"
"Geography","Graduate","Terms offered: Fall 2017, Spring 2015An introduction to advanced statistical methods for research. Topics include hypothesis testing, distribution fitting, ANOVA and MANOVA, PCA, cluster analysis, ordination, discriminant analysis, regression, time series analyses, causality, and data mining techniques. Students will complete assignments that use real datasets and will gain feedback in working with their own datasets.","GEOG 279","Statistics and Multivariate Data Analysis for Research","3 Units"
"Geography","Graduate","Terms offered: Fall 2020, Fall 2019, Fall 2018All day Saturday. Each additional unit requires four hours of field work per week. Extended field project required.","GEOG 280","Advanced Field Study in Geography","3 - 7 Units"
"Geography","Graduate","Terms offered: Spring 2009This course introduces graduate students to a range of applications of Geographic Information Systems (GIS) in geographical research, and theoretical considerations of the meaning, strengths, and limitations of the methods. We first review, in general, how geographic variables can be represented in a database. This leads to an extended discussion of the application of GIS methods to a variety of problems in physical and human geography, using topographic data, census","GEOG 282","Geographic Information Systems: Applications in Geographical Research","4 Units"
"Geography","Graduate","Terms offered: Fall 2024, Fall 2021, Fall 2020Questions asked about a changing planet are strongly influenced by data collected across a variety of spatial and temporal scales. Remote sensing of globally distributed ecosystems and human landscapes enables the exploration of questions not possible without the extension of those dimensions. This course will focus on developing scalable Earth system research questions using a variety of tools including advanced remote sensing methods, image acquisition","GEOG 285","Topics in Earth System Remote Sensing","3 Units"
"Geography","Graduate","Terms offered: Fall 2025, Spring 2025, Fall 2024Invited lectures on current research and field work.","GEOG 295","Geography Colloquium","1 Unit"
"Geography","Graduate","Terms offered: Spring 2024, Fall 2023, Spring 2023","GEOG 296","Directed Dissertation Research","1 - 12 Units"
"Geography","Graduate","Terms offered: Summer 2023 10 Week Session, Summer 2023 3 Week Session, Summer 2023 Second 6 Week Session","GEOG N296","Directed Dissertation Research","1 - 4 Units"
"Geography","Graduate","Terms offered: Spring 2023, Fall 2019, Spring 2019","GEOG 297","Directed Field Studies","1 - 6 Units"
"Geography","Graduate","Terms offered: Fall 2023, Spring 2023, Fall 2022Special tutorial or seminar on selected topics not covered by available courses or seminars.","GEOG 298","Directed Study for Graduate Students","1 - 6 Units"
"Geography","Graduate","Terms offered: Spring 2024, Fall 2023, Spring 2023Individual research for graduate students in consultation with staff member.","GEOG 299","Individual Research","1 - 8 Units"
"Geography","Graduate","Terms offered: Summer 2025 10 Week Session, Summer 2024 10 Week Session, Summer 2023 10 Week SessionIndividual research for graduate students in consultation with staff member.","GEOG N299","Individual Research","1 - 4 Units"
"Geography","Professional course for teachers or prospective teachers","Terms offered: Spring 2020, Spring 2019, Spring 2018","GEOG 301","Professional Training: Teaching Practice","1 - 4 Units"
"Geography","Professional course for teachers or prospective teachers","Terms offered: Spring 2021, Spring 2020, Spring 2019, Spring 2015, Fall 2014, Spring 2014, Spring 2013For graduate students interested in improving their ability to communicate their scientific knowledge by teaching ocean science in elementary schools or science centers/aquariums. The course will combine instruction in inquiry-based teaching methods and learning pedagogy with six weeks of supervised teaching experience in a local school classroom or the Lawrence Hall of Science with a partner.","GEOG C301","Communicating Ocean Science","4 Units"
"Geography","Professional course for teachers or prospective teachers","Terms offered: Fall 2009, Fall 2007This course will introduce methods of organizing and delivering oral presentations, initating and organizing manuscripts, and utilizing digital communication methods, such as web-based media. Students will develop effective communication techniques through in-class experience. This class will have an emphasis on the sciences but will be useful and open to graduate students of all disciplines.","GEOG C302","Effective Scientific Communication","3 Units"
"Geography","Professional course for teachers or prospective teachers","Terms offered: Fall 2025, Fall 2024, Fall 2023This course centers the work of teaching as a foundational aspect of our practice as geographers. Undoubtedly, the interdisciplinary nature of geography provides multiple avenues from where we can address some of our most pressing social, environmental, economic and political dilemmas. But how do we bring theory to practice? And how do we do this in a classroom setting? To answer these questions, this course offers pedagogical frameworks and practical","GEOG 375","Pedagogical Practices in Geography","4 Units"
"Geography","Graduate examination preparation","Terms offered: Fall 2023, Fall 2022, Fall 2021Individual study for comprehensive or language requirements in consultation with the field adviser.","GEOG 601","Individual Study for Master's Students","1 - 6 Units"
"Geography","Graduate examination preparation","Terms offered: Summer 2009 10 Week SessionIndividual study for comprehensive or language requirements in consultation with the field adviser.","GEOG N601","Individual Study for Master's Students","1 - 3 Units"
"Geography","Graduate examination preparation","Terms offered: Fall 2023, Spring 2023, Fall 2022Individual study in consultation with the major field adviser, intended to provide an opportunity for qualified students to prepare themselves for the various examinations required of candidates for the Ph.D.","GEOG 602","Individual Study for Doctoral Students","1 - 6 Units"
"German","Undergraduate","Terms offered: Fall 2025, Spring 2025, Fall 2024This introduction to the German language focuses on the development of basic communicative competencies (spoken and written) while sensitizing students to the links between language and culture. Students will be able to understand and use high frequency vocabulary and basic grammatical structures and engage with a broad variety of texts from various genres, including poetry, news reports, songs, and the visual arts.","GERMAN 1","Elementary German 1","5 Units"
"German","Undergraduate","Terms offered: Fall 2009, Fall 2008, Spring 2008Students review and continue to develop the basic elements of communicative competence in both spoken and written language while being sensitized to the links between language and culture. This course covers the same material as 1 in a condensed way and at an accelerated speed. Upon completion of this course, students will qualify for enrollment in 2.","GERMAN 1E","Accelerated Elementary German","3 Units"
"German","Undergraduate","Terms offered: Fall 2016, Fall 2015, Fall 2014Elementary German for graduate students preparing for reading examinations.","GERMAN 1G","Elementary German for Graduate Students","0.0 Units"
"German","Undergraduate","Terms offered: Fall 2025, Spring 2025, Fall 2024This German language course continues the development of basic communicative competencies (spoken and written) while sensitizing students to the links between language and culture. Students will be able to understand and use high frequency vocabulary and basic grammatical structures and engage with a broad variety of texts from various genres, including poetry, news reports, songs, and the visual arts.","GERMAN 2","Elementary German 2","5 Units"
"German","Undergraduate","Terms offered: Fall 2017, Fall 2016, Fall 2015Elementary German for graduates preparing for reading examinations.","GERMAN 2G","Elementary German for Graduate Students","0.0 Units"
"German","Undergraduate","Terms offered: Fall 2025, Spring 2025, Fall 2024Embedded in the context of German-speaking regions, their history and culture, this course focuses on the development of communicative competencies (spoken and written), the expansion of vocabulary, and the review and practice of grammatical structures. Students will be guided towards more creative and analytical expression by engaging with texts from a variety of genres such as poetry, drama, news features, and the visual arts.","GERMAN 3","Intermediate German I","5 Units"
"German","Undergraduate","Terms offered: Spring 2025, Fall 2024, Spring 2024Embedded in the context of German-speaking regions, their history and culture, this course continues the development of communicative competencies (spoken and written), the expansion of vocabulary, and the review and practice of grammatical structures. Students will further practice creative and analytical expression by engaging with texts from a variety of genres such as poetry, short stories, essays, and the visual arts.","GERMAN 4","Intermediate German II","5 Units"
"German","Undergraduate","Terms offered: Fall 2025, Fall 2024, Fall 2023This course offers a survey of modern German literary, cultural, and intellectual currents, as well as an introduction to argumentation and analysis. Students will examine numerous issues and questions central to defining the complexity of modern German culture. R5A satisfies the first half of the Reading and Composition requirement, and R5B satisfies the second half.","GERMAN R5A","Reading and Composition","4 Units"
"German","Undergraduate","Terms offered: Summer 2025 First 6 Week Session, Summer 2025 Second 6 Week Session, Spring 2025This course offers a survey of modern German literary, cultural, and intellectual currents, as well as an introduction to argumentation and analysis. Students will examine numerous issues and questions central to defining the complexity of modern German culture. R5A satisfies the first half of the Reading and Composition requirement, and R5B satisfies the second half.","GERMAN R5B","Reading and Composition","4 Units"
"German","Undergraduate","Terms offered: Fall 2014An introductory level exploration of a group of authors, works, themes, or literary movements from the history of German literature in a European context. Based on close readings of texts students will discuss ways in which literature has played (and continues to play) a crucial role in the relationship between different cultures, traditions, and languages. Readings and topics to vary from semester to semester.","GERMAN 21","German Literature in a European Context","4 Units"
"German","Undergraduate","Terms offered: Fall 2024, Spring 2021, Fall 2020The Freshman Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small seminar setting. Freshman seminars are offered in all campus departments, and topics may vary from department to department and semester to semester. Enrollment limited to 15 freshmen.","GERMAN 24","Freshman Seminar","1 Unit"
"German","Undergraduate","Terms offered: Spring 2025, Spring 2023, Spring 2020We will explore the ways in which Marx, Nietzsche, and Freud--three of the most important thinkers in modern Western thought--can be read as responding to the Enlightenment and its notions of reason and progress. We will consider how each remakes a scientific understanding of truth, knowledge, and subjectivity, such that rationality, logic, and the powers of human cognition are shown to be distorted, limited, and subject to forces outside","GERMAN C25","Revolutionary Thinking: Marx, Nietzsche, Freud","4 Units"
"German","Undergraduate","Terms offered: Fall 2012, Fall 2008, Fall 2003Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.","GERMAN 39A","Freshmen/Sophomore Seminar","4 Units"
"German","Undergraduate","Terms offered: Fall 2025, Fall 2024Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.","GERMAN 39B","Freshman and Sophomore Seminar","4 Units"
"German","Undergraduate","Terms offered: Spring 2024Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.","GERMAN C39Z","Freshman/Sophomore Seminar","4 Units"
"German","Undergraduate","Terms offered: Fall 2024, Fall 2023, Fall 2013Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.","GERMAN 39H","Freshman and Sophomore Seminar","4 Units"
"German","Undergraduate","Terms offered: Spring 2012No knowledge of German required.","GERMAN 39L","Freshman Seminar","3 Units"
"German","Undergraduate","Terms offered: Fall 2024, Fall 2022, Spring 2019Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.","GERMAN 39P","Freshman and Sophomore Seminar","4 Units"
"German","Undergraduate","Terms offered: Fall 2025, Spring 2025, Spring 2016Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.","GERMAN 39Q","Freshmen and Sophomore Seminar","3 Units"
"German","Undergraduate","Terms offered: Fall 2019Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.","GERMAN 39R","Freshman and Sophomore Seminar","4 Units"
"German","Undergraduate","Terms offered: Spring 2024, Fall 2023, Spring 2023Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.","GERMAN 39S","Freshman and Sophomore Seminar","4 Units"
"German","Undergraduate","Terms offered: Spring 2016, Fall 2009, Spring 2009Advanced German conversation course that includes discussions, debates, individual presentations, and one or two in-class movies in German. Most materials will be provided by the instructor but students will also be asked to use their own resources from printed or online media. Regular vocabulary quizzes will be part of the course grade. Taught in German.","GERMAN 40","German Conversation","2 Units"
"German","Undergraduate","Terms offered: Summer 2007 Second 6 Week SessionStudents will explore historical and contemporary aspects of German culture through readings, discussions, guided excursions in Berlin and Weimar, and individual research projects. The course will engage students to develop a deeper understanding of the specific ways in which cultural issues are respected and reflected in the German language, which they study concurrently. Topics include multiculturalism and minority experience; Berlin as divided","GERMAN 41","Exploring German Culture","1 Unit"
"German","Undergraduate","Terms offered: Spring 2022, Spring 2021How do we know what the “moral” of a story is? We will focus on three biblical narratives that have frequently been interpreted as teaching moral lessons: the story of Job, the story of Abraham and the binding of Isaac, and the story of Moses giving the law. These stories have been interpreted variously in moral terms--e.g. as demonstrating the virtues of faith, obedience, mercy, and forgiveness, and as teaching us about guilt, punishment, reward, and","GERMAN C60V","Moral Provocations: Job, Abraham, Moses","4 Units"
"German","Undergraduate","Terms offered: Fall 2018, Fall 2011What or who decides whether something is beautiful or not? What purpose do beauty and art serve? Where do originality, genius, and inspiration come from? What do art and beauty have to do with freedom and human progress? We will examine primarily western European and North American approaches to beauty as presented in works of philosophy, literary theory, and theories of art and aesthetics, exploring key theoretical questions as they evolve among several","GERMAN C75","What is Beauty?","4 Units"
"German","Undergraduate","Terms offered: Fall 2024, Fall 2023, Fall 2022Group study of selected topics not covered by regularly scheduled courses. Topics may be initiated by students under the sponsorship and direction of a member of the German Department's faculty.","GERMAN 98","Directed Group Study","1 - 4 Units"
"German","Undergraduate","Terms offered: Fall 2024, Fall 2023, Fall 2022Independent study and research by arrangement with faculty.","GERMAN 99","Supervised Independent Study","1 - 4 Units"
"German","Undergraduate","Terms offered: Fall 2025, Fall 2024, Fall 2023The course is intended to acquaint students with selected works from German cultural history and to familiarize them with various methods of interpretation and analysis. Required of all German majors.","GERMAN 100","Introduction to Reading Culture","4 Units"
"German","Undergraduate","Terms offered: Fall 2025, Spring 2025, Fall 2024Focusing on genres, this advanced level language course will help students to improve and expand on spoken and written language functions utilizing a variety of works from literature, journalism, broadcasting, fine arts and the cinema. The final goal is to enable students to participate in the academic discourse - written and spoken - at a linguistic and stylistic level appropriate for an advanced student of German in upper division courses.","GERMAN 101","Advanced German: Conversation, Composition and Style","4 Units"
"German","Undergraduate","Terms offered: Spring 2025, Spring 2024, Spring 2023The analysis, discussion, adaptation and public performance of authentic texts from German Kabarett (i.e., comedic skits, political and social satire, parody, humorous poetry, etc.) will advance students’ language and interpersonal skills, while providing unique access to a significant dimension of German popular culture. Additional emphasis is put on aspects and practice of creative writing and German pronunciation and enunciation.","GERMAN 102A","Advanced Language Practice: German Performance","4 Units"
"German","Undergraduate","Terms offered: Fall 2025, Fall 2024, Fall 2023Focusing on popular culture in German speaking countries, this advanced level language course will help students to improve and expand on spoken and written language functions utilizing a variety of works from different genres in journalism, broadcasting, literature, fine arts, music, and the cinema. Readings, screenings, discussion, and writing assignments will advance students' language skills and further develop their communicative competencies","GERMAN 102D","Advanced Language Practice: Popular Culture in Germany","4 Units"
"German","Undergraduate","Terms offered: Spring 2022, Spring 2021, Spring 2020This course is designed to provide students with an overview of the major subfields of linguistics as they apply to the German language. It also serves as the gateway course for the further study of German linguistics at the undergraduate level. The first part of the course will focus on the synchronic description of contemporary German. The second part of the course will concern itself with variation in German. There are no prerequisties","GERMAN 103","Introduction to German Linguistics","4 Units"
"German","Undergraduate","Terms offered: Fall 2011, Fall 2005, Fall 1999This course is intended for students who wish to improve their skills in reading, speaking, and writing German. We will work with texts that were particularly influential in Germany during the first decades of the 20th century, regardless of when they were written. Segments of philosophical writings (Schopenhauer, Kierkegaard, Nietzsche, literary works (George, Rilke, Th. Mann) but also texts by scientists and journalists will be analyzed. Participants","GERMAN 104","Senior Colloquium","3 Units"
"German","Undergraduate","Terms offered: Fall 2022, Spring 2021, Fall 2018Students will learn the fundamentals of Middle High German grammar and will read selections from major narrative works of the High Middle Ages. Selections from major works from the 13th century.","GERMAN 105","Middle High German for Undergraduates","4 Units"
"German","Undergraduate","Terms offered: Spring 2014, Fall 2010, Spring 2009, Fall 2002Exploration of the role that literature can play in the acquisition of literacy in a first and second language. Linguistic and psycholinguistic issues: orality and literacy, discourse text, schema theory, and reading research. Literary issues: stylistics and critical reading, reader response, structure of narratives. Educational issues: the literary text in the social context of its production and reception by intended and non-intended","GERMAN C106","Literacy through Literature","3 Units"
"German","Undergraduate","Terms offered: Summer 2018 8 Week Session, Summer 2017 8 Week Session, Summer 2016 8 Week SessionThis course is designed to prepare graduate students for translation/reading exams in German. Students who do not need to pass such an exam, but who wish to improve their reading and translation skills in academic German, are also welcome.","GERMAN 107","German for Reading Knowledge","3 Units"
"German","Undergraduate","Terms offered: Spring 2020, Spring 2018, Spring 2017This course introduces students to the problems of literary translation from German to English.","GERMAN 108","Literary Translation","4 Units"
"German","Undergraduate","Terms offered: Spring 2025, Spring 2024, Spring 2023A compact seminar designed to feature distinguished short-term visitors from Austrian universities who have expertise in Austrian literature, politics, and culture to teach topics that complement regular departmental offerings. One short paper is required. Taught in English or in German.","GERMAN 109","Compact Seminar in Austrian Studies","2 Units"
"German","Undergraduate","Terms offered: Spring 2016, Spring 2015, Spring 2014Introduction in modern German or English translation to major literary monuments of the Hohenstaufen period. Intended for undergraduates with no knowledge of Middle High German.","GERMAN 110","The Literature of the Middle Ages","3 Units"
"German","Undergraduate","Terms offered: Fall 2022, Fall 2009, Fall 2003Major texts from the 15th through the 17th century.","GERMAN 112","Early Modern Literature","4 Units"
"German","Undergraduate","Terms offered: Spring 2025, Fall 2024, Spring 2021This capstone project is designed to allow students to “finish off” their German majors in such a way as to return to, develop, and synthesize what they have learned in the major. In close contact with the faculty members of their choice, students will expand upon and revise a seminar paper from one of their German classes. This is not an Honors Thesis, which requires students to develop an independent project and engage in solo research in","GERMAN 113","Capstone Project","2 Units"
