title,description,course_code
Empirical Methods in Gender and Family Economics,"Explores topics in economics of gender. Focus on theoretical models of labor and marriage markets, empirical applications, and applying economic tools to these topics. Find, analyze and interpret publicly available data. Develop skills to think critically about gender issues and evaluate policy interventions. Topics include gender gaps in wages and employment; education, majors and occupation choices; effects of parenthood; risk aversion, competitiveness, social norms; marriage and divorce, fertility, household specialization; the role of governments and firms. Paired with Economics 443. Graduate students require additional assignments. Prerequisite: Economics 608.",ECON 643
"Equality of Opportunity: Theory, Evidence, and Policy","Recent evidence highlights the potential for early interventions in mitigating inequality of opportunity. This course introduces students to the economics of such interventions. The course covers the datasets, quantitative tools, and theoretical framework that economists employ to answer policy-relevant questions impacting the lives of children. Topics of interest include the role of K-12 public education on intergenerational mobility, the causal effects of foster care, and the long-run economic consequences of early-life circumstances and government transfer payments. Paired with Econ 444; graduate students complete additional assignments. Prerequisite: Economics 608D.",ECON 644
Economics of Crime,"In the United States there is widespread interest across the political spectrum in reforming criminal justice policies. Social scientists have responded to this phenomenon with a flurry of research attempting to understand the circumstances that led to the creation of this new, expansive criminal justice system and its consequences. This course considers empirical research from economics literature on a variety of topics related to the criminal justice system. STATA or R required. Paired with Econ 445; graduate students complete additional assignments. Required prerequisite: Economics 608D.",ECON 645
Economics of Global Health,"Examines reciprocal relationships between income, poverty and health across countries with focus on identifying effect of health on development. Addresses structural problems in delivery and quality of healthcare that arise from cultural as well as economic causes. Attention given to challenges of healthcare financing, and tension between high-tech care and basic care in developing countries. Students examine empirical evidence from interventions affecting health including infant mortality reduction programs. Focus on issues of poverty alleviation and the promise of foreign aid.",ECON 646
Housing and the Economy,"Housing contributes over 16% to U.S. GDP and is the largest asset on the household sector's balance sheet, while the mortgage market constitutes the second largest U.S. credit market, just behind Treasuries and well ahead of corporate debt. In this course, we will study the economic forces driving housing and mortgage markets and its interactions with the wider macro economy. Topics include the drivers of house price dynamics, urbanization, gentrification and housing affordability, an introduction to real estate finance, mortgage design and default, the primary and secondary mortgage market and mortgage securitization, and the causes and consequences of housing driven recessions.",ECON 651
Economic Growth,"Examination of the enormous differences in living standards across countries, which reflect differences in growth experiences. Course studies both analytical foundations of modern growth theory and the most recent advances in modeling to shed light on old and new questions about such experiences. Graduate pairing for Econ 452; graduate students require additional work.",ECON 652
International Monetary Economics,"Financial aspects of growth and income determination, and macroeconomic policy in open economies. Applications to exchange rate determination, capital markets, fluctuations in the trade balance and current account, monetary and fiscal policies in open economies, currency crises, and monetary reform. Significant research component required. Economics MA students only.",ECON 656S
Economics Of Gun Violence,"Examines evidence from the recent empirical economics literature on the determinants and impacts of gun violence in the U.S. Topics studied include the effects of various gun policies, gun prevalence, and mass shootings on outcomes such as gun-related injuries and deaths, violent crime, mental health, and gun sales, as well as other idiosyncratic determinants of gun demand. Students will demonstrate ability to understand and interpret applied research in this area through evaluative summaries delivered via group presentations and written assessments along with several exams. Paired with Econ 458; graduate students are required to complete a capstone project.",ECON 658
Competitive Strategy and Industrial Organization,"Foundations of the field of industrial organization, including the models of oligopolistic competition, market structure, pricing, product differentiation, and potential antitrust issues. Emphasis on theory with support from specific industries, including telecommunications, retail, and airlines. Similar to Economics 464, but requires additional assignments. Not open to students who have taken Economics 464.",ECON 664
Market Power and Public Policy,"The purpose of antitrust laws is to control how firms attain and maintain their market position, presumably for the betterment of consumers, or at least for the benefit of society. Using a rigorous set of tools from microeconomic and game theory, this class will investigate the underpinnings of policies meant to deal with market power broadly defined, such as antitrust laws, the regulation of public utilities, the regulation of financial markets, and anti-dumping rules. The graduate section of this class will have additional assignments doing structural evaluation of mergers. This will involve a combination of estimation techniques and computational work for merger simulations. Prerequisite: Economics 608D.",ECON 665
Computer Modeling,"Introduction to the use of computer techniques in economic policy evaluation; policy applications to international economics, public finance and development economics; computer analysis of linearized and nonlinear models using Excel and GAMS. Students required to complete a major modeling project. Prerequisite: Economics 205D and 210D; Economics 208D recommended",ECON 667
Political Economics: Collective Decisions and Individual Values,"This course offers a theoretical introduction to collective decision making. The first part of the course surveys classic results in social choice theory. We address the extent to which a group of diverse individuals can have a coherent collective preference. The second part turns to models of electoral competition, political accountability, and political influence (such lobbying and special interests, agenda setting, and vote buying). The last part of the course focuses on (mis)information in collective processes. Do mass elections aggregate citizens' dispersed information? What are the electoral effects of media bias? Is political persuasion a concern? Pre-reqs: ECONOMICS 601 (620 strongly recommended).",ECON 668
Financial Markets and Investments,"The structure and workings of financial markets. Topics include risk-return relationships, portfolio selection, the capital asset pricing model, the arbitrage pricing theory, fixed income analysis, and aspects of derivatives. This is an advanced version of Economics 571 intended primarily for students in the Master's in Quantitative Financial Economics program. It employs a more mathematically rigorous and theoretically advanced approach than Economics 471 and 571.",ECON 671
Empirical Methods in High Frequency Financial Econometrics,"Focus is on understanding and applying principal results with emphasis on substantive applications. Topics generally include jump diffusions, semi-martingales, jump-robust volatility estimation, realized beta, jump regressions, local volatility estimation, diffusive beta, and measurement error (noise).",ECON 672
Mathematical Finance,"An introduction to the basic concepts of mathematical finance. Topics include modeling security price behavior, Brownian and geometric Brownian motion, mean variance analysis and the efficient frontier, expected utility maximization, Ito's formula and stochastic differential equations, the Black-Scholes equation and option pricing formula. Prerequisites: Mathematics 212 (or 222), 221, and 230 (or 340), or consent of instructor.",ECON 673
Financial Derivatives,"A rigorous introduction to financial derivatives with applications. Topics include: binomial trees and geometric Brownian motion; European options, American options, forwards, and futures; put-call parity; the Black-Scholes-Merton pricing formula and its derivations; Delta and Gamma hedging; implied volatility; Merton jump-diffusion model; Heston model; GARCH(1,1) model. Prerequisites: Math 212 (or 222) and Math 230 (or 340) or consent of instructor.",ECON 674
"Corporate Finance Theory: Governance, Incentives and Valuation","Course uses tools of contract theory (information economics, mechanism design, and game theory) to analyze key features of corporate structure, performance, and valuation. Investigates critical interactions among stakeholders in a modern business enterprise (directors, executives, management, labor, financiers, shareholders, and regulators) in achieving goals and objectives of the corporation. Topics include: reform of corporate governance and auditing; role of private equity, financial markets, and takeovers; efficient determination of leverage, dividends, liquidity, and risk management, and design of managerial incentive packages. Prerequisite: Economics 205D.",ECON 675
Empirical Asset Pricing,"This course develops, examines, and applies models for portfolio decisions by investors and the pricing of securities in capital markets. While developing portfolio theory, we will study the extensive empirical work that characterizes movements in security prices, evaluates alternative investment and asset pricing models, and attempts to test those models and interpret the implications of those tests. This is a research-oriented course with practical implementation of quantitative methods in finance, aimed at highly motivated and technically proficient undergraduate and master's students. Prerequisite: Economics 372 or 572 or 471 or 571.",ECON 676
Fixed Income Markets and Quantitative Methods,"The areas of focus will include: the value of money and discounted cash flow concepts, statistics, probability concepts, correlation & regression, understanding risks associated with bonds, and bonds with embedded options, and mortgages and the mortgage markets. Prerequisite: Economics 372.",ECON 677
Derivatives for Speculation and Risk Management,"A rigorous introduction to financial derivatives focused on their use for hedging/risk management, establishing trades to reflect market outlooks and a means to create leverage. Students will learn theoretical underpinnings of derivative products and understand advantages and pitfalls they offer for traders and hedgers. Topics include: basics of bond and swap valuation, difference and overlap of forwards and futures, use and pricing of basic and exotic options, Black-Scholes-Merton formula, Value-at-Risk (VAR). Emphasis on markets-based implementation of technical material and real world examples of market disruption. Recommended prerequisite: Economics 608D or equivalent; multivariable calculus.",ECON 678
Selected Topics in Economics,-,ECON 690
Selected Topics in Economics,Seminar version of Economics 690.,ECON 690S
Master's Research Seminar 1,"Provides introduction to empirical research in applied microeconomics, macroeconomics, and financial economics. Students work in teams of 2-4 led by participating faculty supervisors. Broad project areas will be determined in advance, and students will be invited to sign up based on their interest and available space. Projects may continue into a second semester (Econ 696) based on mutual agreement between faculty supervisor and student(s). Projects may relate to participating faculty supervisors' current research or may be in an area of student(s) interest, subject to a faculty member being willing to supervise. Prerequisite: Economics 608D.",ECON 695
Master's Research 2,"Students will complete the work they began on their research project in Economics 695S. Each student or team will present to the class during the semester; students not presenting will provide comments and feedback. Efforts will be focused on helping teams to implement, improve, and extend empirical methodology and interpret the results. Towards the end of the semester the focus will shift to editing and improving students' final research paper. Prerequisite: ECON 608D and ECON 695S.",ECON 696
Internship,"Open to students engaging in practical or governmental work experience during the summer or a regular semester. A faculty member in the department will supervise a program of study related to the work experience, including a substantive paper on an economics-related topic, maintaining significant analysis and interpretation. Consent of director of graduate studies required.",ECON 699
Mathematics for Economists,"Topics include linear and matrix algebra, topology, multivariate calculus, optimization and dynamic systems. For Economics incoming PhD students only.",ECON 700
Microeconomic Analysis I,"Same in content as Economics 701, but with weekly discussion section. Econ PhD students only.",ECON 701D
Macroeconomic Analysis I,"Same in content as Economics 702, but with weekly discussion section. Econ PhD students only.",ECON 702D
Econometrics I,"Same in content as Economics 703, but with weekly discussion section. Econ PhD students only.",ECON 703D
First Year Introduction to  Research,Discuss and analyze in detail recent papers drawn from literature relevant to various areas of Economics. Workshop serves as formal environment in which outside speakers present cutting edge research papers and Duke Ph.D. students present and evaluate their research on a regular basis. Participants required to make presentations as directed by instructor and play active role in discussions.,ECON 704
Microeconomic Analysis II,"An introduction to game theory and information economics with applications such as oligopoly, bargaining, auctions, and reputations. Prerequisite: ECON 701D.",ECON 705D
Macroeconomic Analysis II,"Same in content as Economics 706, but with weekly discussion section.",ECON 706D
Econometrics II,"Same in content as Economics 707, but with weekly discussion section. Prerequisite: Econ 703D. Open to Econ PhD Students only.",ECON 707D
"Monitoring, Evaluation, and Learning for Development (MELD) Seminar","This seminar is focused on the real world of international development monitoring, evaluation, and learning (MEL). This is an applied course that covers the landscape of international development funding and research organizations. In addition to the actors involved in international development MEL, this seminar covers 'getting the work' (responding to a solicitation for MEL activities), as well as 'doing the work' (design and implementation of selected international development MEL projects). Because the topics covered are very broad, this seminar provides a high-level overview of the international development MEL landscape, and does not focus on the details of specific evaluation methods.",ECON 747S
The Political Economy of Institutions,"Provides survey of institutional analysis, focusing on recent developments in economics, political science and legal studies. Emphasis on analysis of institutional change and functions of institutions. Explores mechanisms by which constitutions, laws, customs and conventions undergo transformations. Topics include pace of institutional transformation, latent change, social inertia, political revolutions, links between beliefs/behaviors, and social functions of laws, customs and conventions. Readings and case studies reflect the interdisciplinary characteristic of field. Prerequisite or Corequisite: Economics 701D or Economics 601D or instructor consent.",ECON 751
Natural Resource Economics,"Addresses questions about natural resource scarcity using modern capital theory and optimal control theory to derive core results. Two objectives: provide students with a solid foundation in theory of natural resource economics, emphasizing tools and theoretical breadth to enhance research and teaching. Second objective to highlight contemporary themes in theoretical and empirical resource economics. Designed for PhD students in economics, finance, agriculture and resource economics, or public policy (with economics concentration). Prerequisite: one year PhD-level microeconomic theory and econometrics; review of differential equations recommended. Consent of instructor required.",ECON 753
Writing & Presenting in Economics,"Writing and presenting are crucial for professional success, but often are not done effectively by economists. In part, this is because economics graduate students aren't explicitly taught how to write and present. This module is designed to fill this gap by teaching basic principles of communication for young economists. Over 3 intensive weeks, you will learn foundational principles of writing and presenting, and then apply these concepts in brief but rigorous assignments that will require students to write and make presentations.",ECON 790
Independent Study,"Individual non-research directed study in a field of special interest on a previously approved topic, under the supervision of a faculty member, resulting in an academic product. Consent of instructor and director of graduate studies required.",ECON 791
Internship,"Open to students engaging in practical or governmental work experience during the summer or a regular semester. A faculty member in the department will supervise a program of study related to the work experience, including a substantive paper on an economics-related topic, maintaining significant analysis and interpretation. Consent of director of graduate studies required.",ECON 799
Writing & Presenting in Economics,"Writing and presenting are crucial for professional success, but often are not done effectively by economists. In part, this is because economics graduate students aren't explicitly taught how to write and present. This course is designed to fill this gap by teaching basic principles of communication for young economists. You will learn foundational principles of writing and presenting, and then apply these concepts in brief but rigorous assignments that will require you to write and make presentations.",ECON 801
Non-Market Valuation,"This course will cover non-market valuation techniques typically used to measure the value of local public goods and (dis)amenities. These techniques are used to determine the 'benefits' side in a cost-benefit analysis and are central to the formulation of regulatory policy in the US. In addition, they play an important role in local public finance, urban and environmental economic analysis. Papers will be both theoretical and applied Applications will focus on questions in public finance, urban and environmental economics, with a strong focus on the latter. Prerequisite: MA Micro Theory is recommended.",ECON 821
Forecasting Financial Markets,"Introduces statistical models for financial price and risk. ARMA, GARCH, Value-at-Risk. Covers both theory underlying these models and practical implementation using statistical software (MATLAB).",ECON 823
International Trade I,"This is a semester-long course in international trade. The objective of the course is to introduce students to current research topics on international trade as well as the tools and methodologies that are prevalent in the field. Prerequisite: ECON 701D or 702D or 703D, or ECON 690 with topic International Economics",ECON 824
Industrial Organization,"This class is meant to introduce key concepts and tools in Industrial Organization. We will cover (1) Simple IO theory models of competition. (2) Enrich these models with real-world data by applying tools in demand estimation, including discrete choice models with random coefficients. (3) Methods of estimating production and cost functions, including control function methods. (4) Topics in vertical markets, such as double marginalization and bilateral bargaining, and their application to key service industries. (5) Models of industry evolution and dynamic oligopoly. These models are used to investigate policy debate of innovation and competition. Prerequisite: ECON 701D, 703D, 705D, and 707D",ECON 825
Partial Identification: Theory and Applications in Industrial Organization,"Focus on the use of partially identifying models for applications in industrial organization, investigating a mix of methodological, theoretical, econometric, and applied issues. Particular areas of application in the IO literature will comprise a selection of research employing various models of auctions, entry, matching, and demand estimation. For each area of application, we will cover both the econometric theory underlying the partial identification analysis employed, as well as the motivation for the use of the partially identifying model in empirical practice. Economics 703D and Economics 707D. Economics Ph.D. Students only; all others require consent from the instructor.",ECON 826
Firm Dynamics and Trade,"The course aims at familiarizing students with the current research in international trade and micro-founded macroeconomics. Main topics where heterogeneous agents play a key role are covered, such as productivity heterogeneity, industry equilibrium with heterogeneous firms, factor reallocation, concentration, firms and trade, and trade networks. Prerequisites: Econ 701D, 702D, 703D, 705D, 706D, and 707D. Open to Econ Ph.D. students only; all others require instructor consent.",ECON 827
International Finance and Macroeconomics,"Course provides a broad overview of core field models and explores active current research areas. Topics generally include international transmission of business cycles, global imbalances and external adjustment, international asset pricing and financial intermediation, the international monetary system, global financial cycle, determination of nominal and real exchange rates, exchange rate pass-through and invoicing, monetary and fiscal policy in the open economy, alternative exchange rate arrangements, and sovereign debt.",ECON 855
Empirical Methods in High Frequency Financial Econometrics,"Focus is on understanding and applying principal results with emphasis on substantive applications. Topics generally include jump diffusions, semi-martingales, jump-robust volatility estimation, realized beta, jump regressions, local volatility estimation, diffusive beta, and measurement error (noise). Paired with Economics 672. PhD students will be required to do additional work.",ECON 872
Special Topics in Applied Microeconomics,"Prerequisite: Econ 701D, 702D, 703D, 705D, 706D, and 707D. Open to Econ PhD students only.",ECON 881
Special Topics in Macro International Finance,"Prerequisites: Econ 701D, 702D, 703D, 705D, 706D, and 707D. Open to Econ PhD students only.",ECON 882
Special Topics in Econometrics,"Prerequisite: Econ 701D, 702D, 703D, 705D, 706D, and 707D. Open to Econ PhD students only.",ECON 883
Special Topics in History of Economics,"Prerequisites: Economics 701D, Economics 702D, Economics 703D, Economics 705D, Economics 706D, and Economics 707D. Open to Econ PhD students only.",ECON 884
Special Topics in Economic Theory,"Prerequisite: Economics 701D, 702D, 703D, 705D, 706D, and 707D. Open to Econ PhD students only.",ECON 885
Special Topics in Financial Econometrics,"Prerequisites: Econ 701D, 705D, 702D, 706D, 703D and 707D. Open to Econ Ph.D. students only. Open to Econ PhD students only.",ECON 887
Special Topics in Economics,"Prerequisites: Econ 701D, 702D, 703D, 705D, 706D, 707D. Only open to Econ PhD Students.",ECON 890
Special Topics in Economics,"Prerequisite: Econ 701D, 702D, 703D, 705D, 706D, 707D. Only open to Econ PhD Students.",ECON 890S
Directed Research,Consent of the director of graduate studies and instructor required.,ECON 898
Internship,"Open to students engaging in practical or governmental work experience during the summer or a regular semester. A faculty member in the department will supervise a program of study related to the work experience, including a substantive paper on an economics-related topic, maintaining significant analysis and interpretation. Consent of director of graduate studies required.",ECON 899
Applied Microeconomics Workshop,Discuss and analyze in detail recent papers drawn from literature relevant to applied microeconomics. Workshop serves as formal environment in which outside speakers present cutting edge research papers and Duke PhD students present and evaluate their research on a regular basis. Participants required to make presentations as directed by instructor and play active role in discussions. Open to PhD Students Only.,ECON 901
Macroeconomics and International Economics Workshop,"Discuss and analyze in detail recent papers drawn from literature relevant to macroeconomics and international economics. Workshop serves as formal environment in which outside speakers present cutting edge research papers and Duke PhD students present and evaluate their research on a regular basis. Participants required to make presentations as directed by instructor and play active role in discussions. Prerequisite: Students are required to have completed Econ 701D, 702D, 703D, 705D, 706D, and 707D. Open to Econ PhD students only.",ECON 902
Econometrics Workshop,"Discuss and analyze in detail recent papers drawn from literature relevant to Econometrics. Workshop serves as formal environment in which outside speakers present cutting edge research papers and Duke Ph.D. students present and evaluate their research on a regular basis. Participants required to make presentations as directed by instructor and play active role in discussions. Prerequisite: Students are required to have completed Econ 701D, 702D, 703D, 705D, 706D, and 707D. Open to Econ Ph.D. students only.",ECON 903
Microeconomic Theory Workshop,Discuss and analyze in detail recent papers drawn from literature relevant to microeconomic theory. Workshop serves as formal environment in which outside speakers present cutting edge research papers and Duke Ph.D. students present and evaluate their research on a regular basis. Participants required to make presentations as directed by instructor and play active role in discussions.,ECON 905
History of Economics Workshop,Discuss and analyze in detail recent papers drawn from literature relevant to economic history. Workshop serves as formal environment in which outside speakers present cutting edge research papers and Duke Ph.D. students present and evaluate their research on a regular basis. Participants required to make presentations as directed by instructor and play active role in discussions.,ECON 908
Economic Thought and History of Political Economy Workshop,Discuss and analyze in detail recent papers drawn from literature relevant to Economic Thought/Hope. Workshop serves as formal environment in which outside speakers present cutting edge research papers and Duke Ph.D. students present and evaluate their research on a regular basis. Participants required to make presentations as directed by instructor and play active role in discussions.,ECON 909
Applied Microeconomics Development,Discuss and analyze in detail recent papers drawn from literature relevant to applied microeconomics. Workshop serves as formal environment in which outside speakers present cutting edge research papers and Duke PhD students present and evaluate their research on regular basis. Participants required to make presentations as directed by instructor and play active role in discussions. Open to PhD students only.,ECON 911
Applied Microeconomics Research,"For students anticipating working on thesis in area of Applied Microeconomics.  Emphasis on reading and critiquing state of the art empirical work in microeconomics and presenting ongoing graduate student research. Students expected to contribute to discussion and present on regular basis.  Prerequisite: Economics 901, 902, 903, 905, 908, or 909 concurrently.",ECON 951S
Macroeconomics International Finance Research,"Discuss and analyze in detail recent papers on Macroeconomics and International Finance. Serves as formal environment in which students present and evaluate research on a regular basis. Participants required to make presentations as directed by instructor and play active role in discussions. Prerequisite: Economics 901, 902, 903, 905, 908, or 909 concurrently.",ECON 952S
Research Seminar in Microeconometrics,"Facilitate research in applied microeconomics. Students and faculty present paper by leading research. Emphasis places on those papers that combine sophisticated techniques from econometrics and that integrate theory and empirical work. Participants encourages to present early version of own research. Prerequisite: Economics 901, 902, 903, 905, 908, or 909 concurrently.",ECON 953S
Applied Microeconomics Development Research,Discuss and analyze in detail recent papers drawn from literature relevant to applied microeconomics. Workshop serves as formal environment in which outside speakers present cutting edge research papers and Duke PhD students present and evaluate their research on regular basis. Participants required to make presentations as directed by instructor and play active role in discussions. Open to PhD students only.,ECON 954
Research Seminar in Economics Theory,"Student's own field and research papers will be used as basis for developing modeling skills in microeconomic theory including Contract Theory, Decision Theory, Game Theory, General Equilibrium, Industrial Organization, Mechanism Design, political economy, and Public Economics.  Explore and develop methods and techniques for deriving economically interesting implications of assumptions on primitives.  Write and refine original research papers, present work, and evaluate fellow students in route to dissertation prospectus. Prerequisite: Economics 901, 902, 903, 905, 908, or 909 concurrently.",ECON 955S
Research Seminar in Financial Econometrics,"For students anticipating working on thesis in the area of financial econometrics. Emphasis on research that combines sophisticated statistical and econometric techniques with current ideas and issues in asset pricing finance. Students expected to contribute to discussions and present ongoing research on a regular basis. Prerequisites: Field Examinations in Econometrics and Finance, Economics 901, 902, 903, 905, 908, or 909 concurrently.",ECON 957S
History Of Economics Research,For students anticipating working on thesis in area of History of Economics. Emphasis on reading and critiquing state of the art research in the history of economics and presenting ongoing graduate student research. Students expected to contribute to discussion and present on regular basis.,ECON 958S
Topics in Mathematical Finance,"Topics of current research interest in mathematical models with relevant applications to finance. Prerequisites: Mathematics 230 or 340 or equivalent, or consent of instructor. Possible additional prerequisites depending on course content.",ECON 690-82
Selected Topics in Economics,Two graduate course credit seminar version of Econ 690.,ECON 690S-1
Forest Ecosystems,"Emphasis on the processes by which forests circulate, transform, and accumulate energy and materials through interactions of biologic organisms and the forest environment. Ecosystem productivity and cycling of carbon, water, and nutrients provide the basis for lecture and laboratory.",ECS 503
"The Amazon: Evolution of Its Climate, Landscape, Ecology, and Human Civilizations","Introduction to the natural and human evolution of the Amazon region of South America, from the Andes Mountains, to the rain forests, to the Amazon River delta. Exploration of the interactions among changes in landscapes, ecology, biota, climate, and human civilizations through time. Topics include human impacts on biodiversity, landscape processes, and resources from pre-history to modern societies, and their future outlook.",ECS 507DS
"The Amazon: Evolution of Its Climate, Landscape, Ecology, and Human Civilizations","Introduction to the natural and human evolution of the Amazon region of South America, from the Andes Mountains, to the rain forests, to the Amazon River delta. Exploration of the interactions among changes in landscapes, ecology, biota, climate, and human civilizations through time. Topics include human impacts on biodiversity, landscape processes, and resources from pre-history to modern societies, and their future outlook.",ECS 507S
Isotope Geochemistry,"This course will cover the origins, development and applications of isotope geochemistry, a field that uses variability in the abundance of naturally-occurring isotopes to study elemental cycling in nature. The course will begin with an overview of fundamentals: what are isotopes, and how are they fractionated by chemical reactions? It will then move into specific applications spanning geology, ecology, hydrology and even medicine. It will culminate with a segment on techniques for measuring isotopic ratios in natural samples.",ECS 508
Paleoclimate,"Earth's climate is being impacted by humans. But how do we know this? And how does it compare to 'natural' climate variability in Earth's past? In this course, we take a historical view of the climate system to situate the present moment in geological context. We will first review the fundamentals of how Earth's climate system operates. Then acquaint ourselves with tools used to reconstruct past climate states and assess the evidence for past climate fluctuations recorded in the ancient sedimentary record. We will conclude with a student-led symposium in which various intervals of Earth history are discussed as analogs for future climate change.",ECS 509
The Climate System,"Components of the climate system: observed climate change, concept of energy balance, basic circulation of the atmosphere and ocean, introduction to climate models, sample applications of climate models, interactions between the atmosphere/ocean/ and biosphere, land surface, cryosphere (snow and ice), and chemistry of the atmosphere. Prerequisite: consent of instructor.",ECS 511
Introduction to Fluid Dynamics,"Conservation equations for mass, momentum and heat, with an emphasis on large temporal and spatial scales; application to the earth, ocean, and environmental sciences. Some background in differential equations highly recommended.",ECS 520
Water Quality Health,"Explore basic concepts of water quality and human health with focus on the global water cycle, global water demand and availability, chemical properties of water, contaminants in water, health implications, and environmental isotope hydrology. Highlights relationships between human activities, water scarcity, water quality degradation, and ecological and health consequences. Addresses some policy implications related to conflicts over water resources and impact of energy production on water resources. Prerequisites: prior knowledge of introductory calculus and chemistry or consent of instructor.",ECS 524
Ocean & Freshwater Pollution: Sources and Impacts,"Introduction to the sources and impacts of pollution in marine and freshwater environments. Examination of biological pollutants, such as pathogens and invasive species; chemical pollutants, such as nutrient loading, oil spills, pesticides, and heavy metals; and physical pollutants, such as plastics and thermal perturbations. Principles of aquatic biogeochemistry, primary production, and food webs applied to ocean and freshwater pollution.",ECS 525
International Water Resources,"Overview of the hydrology, hydrogeology, water quality, and management of major international water resources. Focus on cross-boundary international rivers and aquifers, up-stream versus down-stream water users, the politics of water sharing and disputes, the role of science in water management, and prospects and implications for future utilization of contaminated rivers and stressed aquifers. Examples from international rivers such as the Tigris, Euphrates, Nile, Jordan, Colorado, Indus, Ganges, and Mekong and international aquifer systems such as the Mountain aquifer, Gaza Strip, Disi, and Nubian basins in northern Africa.",ECS 527
Remote Sensing in Coastal Environments,"Introduction to the field of remote sensing and image processing with focus on applications to coastal monitoring and currently open research questions. Students will acquire an operational knowledge of various remote-sensing tools and data types, with emphasis on their application in coastal areas. Content will include theory, in-class laboratory exercises, and projects with environmental applications. Prerequisite: introductory or AP physics preferred or permission of instructor.",ECS 530
Soils and Regoliths,"An analysis of fundamental physical, chemical, and biological soil properties and processes important to plant growth, carbon cycling, water relations, drainage, gas exchange, and mineral dissolution from the boreal zone to the tropics, from wildlands to cities. The course covers the science and management of soils and regoliths, classification and taxonomy, natural and human-altered formations, soil degradation and restoration, and soil quantitative problem solving. Field trips give reality to soil properties, soil geomprphologies, and land-use histories. Field trips on campus, Duke Forest and Duke Campus Farm.",ECS 541
Climate and Society,"Advanced, interdisciplinary course on causes, consequences, and future trajectory of climate change. Course will cover physical observations of past climate change, role of human activities in driving climate change to date, and impacts of climate change on human and natural systems. Course will analyze how socioeconomic choices affects future climate as well as factors influencing those choices, including risk analyses, geoengineering proposals, intergenerational equity, climate metrics and the media.",ECS 550
Climate and Society,"Advanced, interdisciplinary course on causes, consequences, and future trajectory of climate change. Course will cover physical observations of past climate change, role of human activities in driving climate change to date, and impacts of climate change on human and natural systems. Course will analyze how socioeconomic choices affects future climate as well as factors influencing those choices, including risk analyses, geoengineering proposals, intergenerational equity, climate metrics and the media.",ECS 550D
Integrated Assessment Modeling—Examining Strategies for Meeting Energy and Environmental Goals,"The primary objective is to provide students with a hands-on opportunity to use an Integrated Assessment Model—the Global Change Assessment Model with state-level resolution (GCAM-USA)—to examine the air quality and GHG implications of new and emerging energy system technologies. To facilitate the use of GCAM-USA, students will use the GLIMPSE decision support software being developed at EPA. GLIMPSE provides a user interface for GCAM, which facilitates developing and running scenarios as well as visualizing results. Team projects - examinations of electric vehicles, renewable electricity, energy efficiency in buildings and potentially other topics of interest to students.",ECS 568S
Geohazards and Disaster Risk: From Complex Problems to Sustainable Solutions,"We explore the geohazards responsible for recent disasters, both rapid onset (earthquakes, tsunamis, cyclones), and slow onset (climate change, famine) to better understand the complex vulnerabilities of the coupled human-environment system in order to propose viable solutions aimed at reducing economic losses and loss of life.",ECS 570D
Mineral Resources,"Introduction to the mineralogy, geological setting, and genesis of metallic and non-metallic deposits (gold, copper, iron, aluminum, gypsum, phosphates, diamonds, e.g.). Includes methods of mineral exploration and exploitation, and the environmental consequences of utilizing mineral resources. An introductory geology course background useful but not required.",ECS 575S
Special Topics in Earth and Climate Sciences,Content to be determined each semester.,ECS 590
Special Topics in Earth and Climate Sciences,Content to be determined each semester.,ECS 590S
Advanced Climate Dynamics: Ocean-Atmosphere Interactions,"To understand the climate system and climate change requires an understanding of the fundamental mechanisms of ocean-atmosphere interactions. The course explores both natural climate fluctuations arising from ocean-atmosphere interactions and their historical and future changes resulting from anthropogenic agents. Topics encompass a wide range of global and regional climate phenomena, including El Niño/La Niña cycles, hurricanes, monsoons, and short term cycles such as the Madden-Julian Oscillation. Recommended Prerequisites: College-level differential and integral calculus, introductory physics, and introductory ocean/atmosphere science, or consent of instructor.",ECS 617
ECS Special Topics,Special topics in Earth and Climate Sciences,ECS 690
ECS Special Topics,Lecture/discussion special topics,ECS 690D
ECS Special Topics,Lecture/lab special topics,ECS 690L
ECS Special Topics,"ECS special topics, seminar version",ECS 690S
Approaches and Practices in Second Language Pedagogy,"Introduction to the history and current trends in language teaching with the goal of acquiring the knowledge and skills for informed, effective and reflective language instruction. Focus on psycholinguistic and sociolinguistic dimensions of second language acquisition, key concepts of second language teaching and their applications, and integration of culture and literature in language instruction. Compares features of the target and source languages. Assignments include review of teaching materials, creating lesson plans and modules, and writing an essay stating teaching philosophies. Open only to students who have a background in Asian languages.",EDUC 518S
Special Topics,Selected topics in education.,EDUC 590
Independent Study,"Directed readings in a field of special interest under the supervision of a faculty member, the central goal of which is a substantive paper or project on a previously approved topic. Consent of instructor and director of graduate studies required.",EDUC 591
Psychology Teaching Seminar,"Exploration of issues relevant to teaching in psychology and related disciplines. Focus on a variety of pedagogical issues: course development, teaching strategies, preparation of materials, evaluation, classroom management. Strong emphasis also on ethical issues bearing on pedagogy. Open to undergraduates serving, or scheduled to serve, as teaching assistants in psychology, as well as to graduate students. Instructor consent required.",EDUC 601S
