"code","level","title","credits","subject","description"
"FINA4422","Undergraduate","Financial Modeling",2,"TCSM - Curtis L. Carlson School of Management","This applied course builds on principles from the prerequisite courses and provides students with significant practice building financial models to identify the free cash flow from and required investment in projects or firms for discounted cash flow and sensitivity analysis. Course presents net operating working capital requirements, Valuation with Free Cash Flow based methods, and the construction of three statement pro-forma cash flow projections.  

prereq: Fina 4221 (can be concurrent),  Acct 5101 (can be concurrent), CSOM major"
"FINA6322","Graduate","Financial Modeling",2,"TCSM - Curtis L. Carlson School of Management","Financial modeling tools to access financial data warehouses to build, estimate, maintain, and interpret comprehensive financial models that provide the framework for understanding businesses and their historical performance, plans/strategies, and market values. Financial analytics/modeling skills, including data mining of large standard financial databases (warehouses) (e.g. Capital IQ), and a manageable introduction to Excel VBA programming.

prereq: MBA 6231 (previously MBA 6230), MBA or Mgmt Sci MBA student"
"FINA5322","Undergraduate","Financial Modeling",2,"TCSM - Curtis L. Carlson School of Management","Financial modeling tools to access financial data warehouses to build, estimate, maintain, and interpret comprehensive financial models that provide the framework for understanding businesses and their historical performance, plans/strategies, and market values. Financial analytics/modeling skills, including data mining of large standard financial databases (warehouses) (e.g. Capital IQ), and a manageable introduction to Excel VBA programming.

prereq: FINA 3001 and admittance to Carlson Funds Enterprise"
"FM5151","Graduate","Financial Modeling I: Python",3,"TIOT - College of Science and Engineering","This course establishes the basic principles of Financial Modeling.  Topics include different kinds of models (e.g. descriptive vs explanatory, statistical vs structural, etc.), foundational models used in finance (binomial, lognormal, Gaussian, etc.) and their applications (stocks, interest rates, commodities, etc.).  Python will be used extensively to illustrate the models,  therefore this course also serves as an introduction to the use of Python in finance."
"FM5252","Graduate","Financial Modeling II: Numerical Methods and Simulations",3,"TIOT - College of Science and Engineering","This course focuses on Monte Carlo simulations and elements of scientific computing as tools in modeling. These methods will be used as a key technique to develop and assess models, and considerable time will be spent on the interpretation of model outputs."
"APEC4501","Undergraduate","Financial Modeling: Spreadsheet Applications in Finance, Management, and Marketing",2,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Designing/implementing solutions to problems in finance, management, and market analysis with MS Excel® spreadsheet, VBA language, MS Power BI and Power Excel tools. Exercises cover topics such as proforma financial statement analysis, efficient portfolio derivation, VBA macros and functions, and building interactive dashboards for analysis of market trends.  

prereq: [APEC 3501 or FINA 3001], [APEC 1251 or ACCT 2050]"
"VMED5060","Graduate","Financial Planning for the Small Business and You",2,"TVET - College of Veterinary Medicine","Principles/practice of farm/personal finance, interpreting financial statements, calculating financial return, setting goals, budgeting, analysis of decision making, time value of money, comparisons on investments, portfolio diversification, analysis of risk, impact of asset allocation."
"LAW6061","Law","Financial Regulation",3,"TLAW - Law School","This course will be a high-level overview of several different areas of financial regulation: banking regulation, insurance regulation, and elements of securities regulation (particularly broker-dealer and investment company regulation)."
"LAW5061","Law","Financial Regulation",3,"TLAW - Law School","This course will be a high-level overview of several different areas of financial regulation: banking regulation, insurance regulation, and elements of securities regulation (particularly broker-dealer and investment company regulation)."
"ACCT5320","Undergraduate","Financial Reporting Data Analytics",2,"TCSM - Curtis L. Carlson School of Management","This is a core course for the students in the Master of Accounting program at Carlson School of Management. The main learning objective is to familiarize students with large-scale financial reporting and market information databases and to improve students' quantitative analytical and problem-solving skills in conjunction with these data. We will discuss financial reporting and corporate governance topics related to earnings management, fraud detection, audit quality, board structure, and SEC enforcement. Students will gain hands-on data analysis experience. Students will also learn how to apply scientific research methods to answer questions, present solutions, and discuss limitations. We will provide a brief overview of the concepts of probability distribution and statistical inference. Relying on the above tools, students enhance their analytical skills and ultimately achieve deeper understanding on issues related to financial reporting and capital markets.Topics vary."
"WMBA5698","Graduate","Financial Risk Management",1.5,"TCSM - Curtis L. Carlson School of Management","Financial risk mangagement. Ways for a firm to reduce risk."
"FINA6123","Graduate","Financial Services Industry",2,"TCSM - Curtis L. Carlson School of Management","This course gives an overview of the U.S. financial services industry, emphasizing the overall environment, key institutional details, and underlying economic functions. After introducing financial markets and institutions and their functions, we look at the biggest sectors of this industry (banking, insurance, securities dealing, money management, etc.) in more depth. We conclude with a discussion of the impact of ""fintech"" on this sector."
"ACCT5161","Undergraduate","Financial Statement Analysis",2,"TCSM - Curtis L. Carlson School of Management","Interpretation/analysis of financial statements. Introduces basic techniques of financial statement analysis and applies them in different settings (e.g., in investment/credit decisions).

prereq: [5101]"
"ACCT6102","Graduate","Financial Statement Analysis",2,"TCSM - Curtis L. Carlson School of Management","Firms communicate their results to various users through financial statements. By developing an understanding about how companies report their economic transactions, financial statement users can better understand the results of those transactions. Financial statements tell the story of a firm and are the basis upon which business decisions are made, so users need the ability to properly analyze the financial statements in order to make accurate decisions regarding the firm’s future. By the end of this course, students should be able to evaluate how a firm’s business strategy translates to the financial statements, recognize potential earnings management, decipher whether a firm’s profitability is sustainable or unsustainable, understand revenue recognition rules and the potential for manipulation, articulate the general accounting rules regarding operating activities for a firm, evaluate how investing and financing activities affect a firm’s health, and utilize financial forecasting to predict how a company will likely perform in the future.


prereq: MBA 6031, MBA/Mgmt Sci MBA student"
"MSF6022","Graduate","Financial Statement Analysis",2,"TCSM - Curtis L. Carlson School of Management","This course teaches how to analyze financial statements, and it covers the following topics: overview of business activities and financial statements; profitability analysis and interpretation; credit risk analysis and interpretation; revenue recognition and operating income; asset recognition and operating assets; and inter-corporate entities. 

prereq: Summer Cohort Completion"
"ACCT5141","Undergraduate","Financial-Data Analytics",2,"TCSM - Curtis L. Carlson School of Management","This is a 2-credit introductory course on financial reporting data analytics for Carlson students. The main learning objective is to introduce students specializing in business (accounting, auditing, tax, finance, marketing, operations, etc.) to data analytics, providing them the necessary knowledge and tools needed to effectively use data analytics in their specialized domain. The goal is thus for students to be able to consume and use available data analytics technologies to complement existing technical skills, rather than to train ""data analytics specialists"" (although this class is a good jumping-off point for students who wish to pursue a career specializing in data analytics). Prior coding experience is thus not required, although students should have completed business statistics (SCO 2550 or BA 2551 or equivalent statistics course). 

After a general overview of data analytics and machine learning, we will dive into the ETL (extract, transform, load) process, covering topics and showcasing applications such as data joins, variable types, formulas, and regular expressions. We will then explore data visualization tools (including pivot tables and dashboards) and conclude the term by modeling data to create business insights via predictions. Students will gain hands-on experience using state-of-the-art data analytics tools and will learn how to conduct basic SQL queries. Students will improve their quantitative and problem-solving skills and learn how to apply scientific research methods to answer questions, present solutions, and discuss limitations. An emphasis will be placed on financial reporting datasets/applications, although the methods and concepts covered are applicable to other business settings/functions. Ultimately, students will enhance their analytical skills and achieve a deeper understanding of issues related to financial reporting specifically and business more generally.  

prereq: SCO 2550 or BA 2551 or equivalent statistics course; ACCT 2050 or 2051 or 2051H;  BA 3051 is recommended"
"PA5263","Graduate","Financing Affordable Multi-Family Rental Hsg in US",3,"THHH - Hubert H. Humphrey School of Public Affairs","Financing affordable multifamily housing in the United States is a complicated endeavor that requires more than just a command of financial principles and analysis but also an appreciation for the nuances and fluidity of policy, public-private-partnership, and public discourse. This course will demystify the financial drivers and consequences in our affordable housing delivery system. It will simultaneously build participants’ confidence in basic financial modeling of affordable housing using the most common capital structures, while also exploring the relationship of finance with policy and regulation, real estate and urban planning objectives, design, and program limitations.

Participants in this course will emerge with:
- An understanding of the roles, risk sharing and influence of public and private actors in the financing and provision of affordable housing.
- A practical familiarity with the major financing programs and policies that drive investment in this sector.
- Experience in financial modeling specific to multifamily affordable housing which will prepare them for work in the industry, regardless of role."
"ENTR6023","Graduate","Financing Business Ventures",2,"TCSM - Curtis L. Carlson School of Management","This course in entrepreneurship focuses on the financial aspects of new business ventures. Topics covered in the course include:
How to (and how not to) Write a Funding Pitch,
The Landscape of Entrepreneurial Finance, 
Bootstrapping,
Getting Started with FFF and OPM,
Creative Financing via Success Payments and Gainsharing,
Rollups and Building Towards Exit via Acquisition, and 
Raising Serious Money via Venture Capital and Private Placements

prereq: MBA student"
"MGMT6023","Undergraduate","Financing Business Ventures",4,"TCSM - Curtis L. Carlson School of Management","How America's financing system works for all types of business ventures. Emphasizes financing of high-growth ventures. Translating a business plan into a financing plan. Developing alternative financing plans for a specific business/plan.

prereq: MBA student"
"URBS3861","Undergraduate","Financing Cities",3,"TCLA - College of Liberal Arts","The most critical question in government is how you are going to pay for something.  There is a plethora of good ideas but only so much money.  This class looks at how cities are funded. It looks at tax systems, fee systems, grants, special revenues, private development funding and other ways that we pay for cities.  It provides practical knowledge on how city activities are funded."
"URBS5861","Undergraduate","Financing Cities",3,"TCLA - College of Liberal Arts","Services/projects cities provide/finance. Ways in which developers/consumers participate in urban development through policies and financial tools. Challenges cities face in determining budgets."
"OLPD8732","Graduate","Financing Higher Education",3,"TCED - College of Education and Human Development","Theories and critical issues in financing postsecondary education. Budgeting, cost-effectiveness, state/federal funding policies, tuition policies, student financial aid, financing educational opportunity.

prereq: 5701"
"FINA6111","Graduate","Financing over a Firm’s Lifecycle",1,"TCSM - Curtis L. Carlson School of Management"," All companies—from small startups to large public companies—require funding in order to operate. This course provides an overview of the various sources of financing that a company can access throughout the different stages of its life, including debt and equity financing, Venture Capital, Private Equity, Initial Public Offerings, and others.

prereq: MBA 6231 (previously MBA 6230)"
"PA5111","Graduate","Financing Public and Nonprofit Organizations",3,"THHH - Hubert H. Humphrey School of Public Affairs","Financial statements/theories, terminology, principles, skills to prepare solutions for public/nonprofit organization financing. Analysis of operating/capital budgets, short-term/long-term debt management, retirement financing, endowment investing. Tools/techniques.

prereq: 5003 or instr consent"
"PA5116","Graduate","Financing Public and Nonprofit Organizations",1.5,"THHH - Hubert H. Humphrey School of Public Affairs","Financial resource management for public and nonprofit organizations. Short-term and long-term debt management, retirement financing, and endowment investing. Conceptual frameworks and analytical techniques applied to real-world problems. Financial management in context of national and regional economies.

prereq: PA 5003; credit will not be granted if credit already received for: PA 5111"
"MKTG1918","Undergraduate","Finding Happiness In The Age Of Consumption",2,"TCSM - Curtis L. Carlson School of Management","In today’s culture of consumption, free choice, and materialism, the pursuit of happiness through the “good life” seems to be an attainable goal. Retail therapy uplifts our spirits. Finding the best deals gives us a sense of accomplishment. Online shopping makes it ever so easy to instantly gratify our desires. Enjoyment through food, travel, and novel experiences is more accessible than ever. A wide variety of entertainment and social connections are available, literally, at the tip of our fingers. Still, we feel empty, wanting, and dissatisfied time and again. We continue to experience boredom, unhappiness, and loneliness. Why this paradox? This question has spurred recent research in consumer behavior, decision making, and psychology. 
In this seminar, we will explore some of the latest scientific findings as well as selected perspectives from ancient philosophy to help us understand this phenomenon and build a happier and better life. We will tackle questions such as, how can we experience more happiness in our lives? Can we increase the level of enjoyment we experience through our consumption activities? How can we make happiness last longer? What are some effective ways of reducing boredom and dealing with negative emotions? How can we increase our wellbeing through our daily work and activities in college? Most importantly, we will develop a tool kit to help us on our journey to happiness and success. 
"
"LA3801","Undergraduate","Finding Order: An Introduction to Garden Design",3,"TALA - College of Design","The course explores local gardens and classical gardens and offers students opportunities to learn and practice garden design by engaging students in the first hand observational analysis of extant garden spaces across the Twin Cities."
"HSEM2043H","Undergraduate","Finding the Corporate Soul: Corporate advocacy, social responsibility, and community engagement",3,"TUED - Undergraduate Education Administration","As the corporation has replaced government and the church as the dominant social institution in the industrialized world, the use of organizational advocacy as a means of persuasion has predictably increased. One reason for this increase is that stakeholders expect and demand corporations act in accordance with social and cultural norms. Advocacy messages provide organizations with a tool for promoting change, forming attitudes, and furthering dialogue about substantive issues. By engaging in advocacy, organizations enter into a public dialogue about issues that it views as significant in the realization of its goals and objectives.

This seminar seeks to answer questions such as: What contribution does organizational advocacy make to public dialogue? How does corporate advocacy represent the goals and needs of the organization and society? What are the social implications of organizational advocacy? Our goal is to understand organizational advocacy beyond a single issue, campaign, or corporation. To achieve our goal, we will examine a variety of communication theories and international, national, and Minnesota-based campaigns."
"HIST3838","Undergraduate","Finding Your Roots: Researching Your Family History",3,"TCLA - College of Liberal Arts","Why has genealogy been a popular pastime in the United States at certain times? What does it mean that PBS has a hit program on genealogy and that tracing family history is a major industry? The desire to trace your family history might seem like a natural impulse to many of us, but it really is not. We know this because we know that genealogy has been a much more powerful force in society at some times than at others, and because it has mattered to some groups of people more than to others. This is a way of saying that family history has its own history. This course helps you to think about that history, and in doing so, to learn a lot about how Americans (and other people, too) have used history for their own purposes.

This class is also an introduction to how to do genealogical research. In fact, this course aims to bring the little picture and the big picture together.  By little picture, I mean tracing the fascinating history of a particular family—maybe yours. For many of you, this will be your first step in research. For others, it will be just one more step in a long journey of research. By big picture, I mean that for all of you, this class will try to help you think about how genealogical research is a process of historical research that can lead us to think about more than ""who begat whom."" It can help us think about how people lived in the past and how individuals' and families' lives were part of history's biggest stories.

This course will introduce you to the uses and cultural importance of genealogies and family histories in American society and the techniques of genealogy and family history. Course readings will consist of books, chapters, and articles on the historiography of American lineages and families and on the history of genealogy. Readings will cover the period from the eighteenth century forward. Students will study genealogy and its relationship to nostalgia and forms of historical romanticism that have been powerful at different points in American history for different reasons. This relates to an important topic to researchers today: memory studies, which asks (among other things) how our ideas about the past play a role in our lives. Students will learn how family history and genealogy are powerful ideological tools that have been deployed in various ways by different actors at particular times—from elite families in colonial British America, to the new bourgeoisie of nineteenth-century America, to Native American and Native Hawaiian communities, to African Americans and the “new white ethnics” in the twentieth century, to gay, lesbian, and transgender people in the late twentieth century, and more. Students will also explore the ways that historians have used the history of particular families to trace the construction (and often the instability) of such social categories of race and class. "
"ME5229","Undergraduate","Finite Element Method for Computational Mechanics: Transient/Dynamic Applications",4,"TIOT - College of Science and Engineering","Computational mechanics involving transient/ dynamic situations for solids and structures, heat transfer, fluid flow, nano-mechanics and the like. Development and analysis of numerical methods and computational algorithms. Stability and accuracy of algorithms, convergence issues; linear/nonlinear situations. Implicit, explicit, mixed, and variable time discretization approaches; modal-based methods for engineering problems.

CSE upper div or grad, CSCI 1113, ME 3221, ME 3333, ME 5228 or equiv"
"ME8229","Graduate","Finite Element Methods for Computational Mechanics: Transient/Dynamic Problems",4,"TIOT - College of Science and Engineering","Computational mechanics involving transient or dynamic situations; development and analysis of computational algorithms. Stability and accuracy of algorithms, convergence issues; linear/nonlinear situations. Implicit, explicit, mixed, and variable time discretization approaches; modal-based methods for engineering problems

prereq: 5228 or equiv, 5341, AEM 3031, CSci 1113"
"AEM8602","Graduate","Finite Element Methods in Computational Fluid Mechanics",3,"TIOT - College of Science and Engineering","Finite element methods for time-dependent problems. Stability, convergence, and accuracy concepts; analysis and applications of Petrov-Galerkin formulations for convection-diffusion equations; incompressible Navier-Stokes equations; vorticity-stream function formulation and velocity-pressure formulation; hyperbolic systems, compressible Euler equations."
"AEM8601","Graduate","Finite Element Methods in Computational Mechanics",3,"TIOT - College of Science and Engineering","Fundamental concepts and techniques of finite element analysis. Variational equations and Galerkin's method; weak formulations for problems with nonsymmetric differential operators; Petrov-Galerkin methods; examples from solid and fluid mechanics; properties of standard finite element families, implementation."
"ME8228","Graduate","Finite Elements in Multidisciplinary Flow/Thermal/Stress and Manufacturing Applications",4,"TIOT - College of Science and Engineering","Multidisciplinary and coupled effects involving flow/heat transfer/stress. In-depth understanding of modeling and analysis in each discipline. Coupling multi-disciplines for engineering problems. Applications to manufacturing and process modeling of, e.g., metals, alloys, polymers.

prereq: 3222, 5341, AEM 3031, CSci 1113"
"MATH1131","Undergraduate","Finite Mathematics",3,"TIOT - College of Science and Engineering","Financial mathematics, probability, linear algebra, linear programming, Markov chains, some elementary computer programming."
"AEM8251","Graduate","Finite-Volume Methods in Computational Fluid Dynamics",3,"TIOT - College of Science and Engineering","Development of finite-volume computational methods for solution of compressible Navier-Stokes equations. Accuracy, consistency, and stability of numerical methods; high-resolution upwind shock-capturing schemes; treatment of boundary conditions; explicit and implicit formulations; considerations for high performance computers; recent developments and advanced topics.

prereq: 4201 or 8201 or equiv, CSci 1107 or equiv"
"LAW6877","Law","Fintech: Law, Economics, and Criminology of Evolving Finance",2,"TLAW - Law School","This course combines law, economics, and white-collar criminology perspectives on Fintech. It also provides very brief overviews of the dominant philosophical backbone of the largest cryptocurrencies – “decentralized finance” (“defi”). The class is not designed to promote or reject that philosophy or other philosophies, but one cannot understand much of the debate without understanding defi’s key role in shaping cryptocurrencies and its embrace of laissez faire, caveat emptor, and privacy as governing principles. The class focuses on Fintech products that proponents support – and design – expressly as a means of advancing defi. The course does not teach how to code. It introduces technological aspects of crypto, primarily blockchain, sufficient to understand the most important policy and defi philosophy issues that shape the technology employed.
The course provides a brief introduction to the most important economic principles essential to understanding conventional finance. It also shows how white-collar criminology and law explain and (sometimes) sanction elite financial predators. The introduction shows why finance is so susceptible to elite fraud and predation, can cause catastrophic harm, and why blockchain technology does not prevent (and sometimes aids) elite financial predators. We study several major fintech frauds and several of the major ongoing legal battles as to the nature of appropriate regulation (if any) of fintech products."
"CMGT4304","Undergraduate","Fire and Life Safety Principles",3,"TUCL - College of Continuing and Professional Studies","Provides an overview of the fire and life safety requirements for new and existing buildings, as indicated in the National Fire Protection Association (NFPA) Life Safety Code.  The Code addresses life safety for fire emergencies, but also other types of emergencies, such as bomb threats. The purpose of the Code is to establish minimum requirements that will provide a reasonable degree of safety during emergencies in any structure. To apply the Code effectively, one must understand its legal authority in various jurisdictions, Code navigation, and the ways proper application of the Code can minimize the effects of a devastating fire or other emergency.  Specific topics include building classification, types of construction, fire protection, means of egress, and occupancy features. The course will enhance technical skills and provide knowledge and tools to apply the Code effectively, efficiently, and reasonably. Students will prepare a facility compliance checklist that can be used in everyday execution of the principles learned in this course.
Prerequisites:  None"
"LAW6083","Law","First Amendment",3,"TLAW - Law School","An in-depth inquiry into the First Amendment, including the doctrine and theory of free expression, association, assembly, and religion. About half of the semester will be devoted to free-speech doctrines, including rules related to content- and viewpoint-based regulation of speech, the regulation of speech in criminal and tort law, limits on the places available for speech and assembly, categories of unprotected speech, campaign finance reform and commercial speech, and rights against compelled speech and association. The second half of the semester will be devoted to religious liberty under the First Amendment, press freedom, and free association and assembly. "
"EHS3112","Undergraduate","First Responder for Coaches and Athletic Trainers",3,"TUCL - College of Continuing and Professional Studies","Critical thinking skills in emergency settings. Patient assessment, airway management, CPR, splinting, spinal immobilization. Certifications: AHA-BLS, First Responder."
"KIN3113","Undergraduate","First Responder for Coaches and Athletic Trainers",3,"TCED - College of Education and Human Development","Emergency medicine for coaches/athletic trainers. Patient assessment, airway management, CPR, splinting, spinal immobilization. Emphasizes critical thinking skills in emergency settings. Certifications: AHA-BLS, First Responder. Taught by a multidisciplinary faculty of health care professionals."
"CSE1001H","Undergraduate","First Year Experience",1,"TIOT - College of Science and Engineering","Resources and strategies for college success. Majors and career opportunities offered in the physical sciences, mathematics, and engineering. Personal responsibility, academic integrity, and level of academic rigor required for success. Personal action plan for achievement in CSE.

prereq: CSE, fr, honors"
"CSE1001","Undergraduate","First Year Experience",1,"TIOT - College of Science and Engineering","Resources and strategies for college success. Majors and career opportunities offered in the physical sciences, mathematics, and engineering. Personal responsibility, academic integrity, and level of academic rigor required for success. Personal action plan for achievement in CSE.

prereq: CSE, fr"
"DHA1100H","Undergraduate","First Year Honors Colloquium","1 - 2","TALA - College of Design","Diverse ways of knowing about world, fields of study organized to understand human evnironment, their place within academic/career pathways that cross within intellectual traditions/professional fields."
"LAW6000","Law","First Year Law Coursework","12 - 17","TLAW - Law School","First year Law Students have 17-credits of required coursework in fall and 12-credits of required coursework plus a 3-credit required elective in spring."
"AEM1805","Undergraduate","First Year Projects: Aircraft and Spacecraft",2,"TIOT - College of Science and Engineering","Topics related to air and space travel with an emphasis on hands-on projects and activities."
"PUBH8301","Graduate","First-year Doctoral Seminar: Introduction to Graduate Training in Epidemiology",1,"TPUB - School of Public Health","This doctoral seminar is designed to introduce first-year PhD students to graduate training and professional development in epidemiology. The goals of the course are to: (1) help students identify and build the skills needed to succeed in graduate school; (2) develop critical reading, thinking, speaking, and writing skills; (3) introduce students to the diversity of professions in epidemiology so that they can make informed choices about their career paths; (4) create opportunities for professional development; and (5) expand student connections with peers, faculty, alumni, and public health professionals.

prereq: 1st year Epi PhD students"
"PUBH8302","Graduate","First-year Doctoral Seminar: Introduction to Graduate Training in Epidemiology II",1,"TPUB - School of Public Health","This doctoral seminar is designed to introduce first-year PhD students to graduate training and professional development in epidemiology. The goals of the course are to: (1) help students identify and build the skills needed to succeed in graduate school; (2) develop critical reading, thinking, speaking, and writing skills; (3) introduce students to the diversity of professions in epidemiology so that they can make informed choices about their career paths; (4) create opportunities for professional development; and (5) expand student connections with peers, faculty, alumni, and public health professionals. "
"HE1200H","Undergraduate","First-Year Honors Colloquium","1 - 2","TCHE","Diverse ways of knowing about world, fields of study organized to understand human environment, their place within academic/career pathways that cross within intellectual traditions/professional fields."
"FW8465","Graduate","Fish Habitats and Restoration",3,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Mechanisms underlying physiology/behavior that shape fish community structure in specific north temperate habitats. Techniques and planning procedures for restoring lakes/streams.

prereq: Intro ecology course or instr consent"
"FW4401","Undergraduate","Fish Physiology and Behavior",3,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Fish mechanisms/behavior. Links between fish biology, fisheries ecology, management, aquaculture. Homeostasis, neurobiology, bioenergetics, reproduction, movement.

prereq: 4136, BIOL 2012, CHEM 1021(may be taken concurrently)"
"FW5401","Graduate","Fish Physiology and Behavior",3,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Fish mechanisms/behavior. Links between fish biology, fisheries ecology, management, aquaculture. Homeostasis, neurobiology, bioenergetics, reproduction, movement."
"FW3565","Undergraduate","Fisheries and Wildlife Ecology and Management: Field Trip",2,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Eight-day field trip to Wyoming and points en route during spring break. Emphasizes broad range of fisheries and wildlife management, including big game, waterfowl, endangered species.

prereq: instr consent"
"FW4701","Undergraduate","Fisheries and Wildlife Problem Solving",2,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Management problem identification/analysis, information gathering/analysis, oral/written reporting. Selected management issues.

prereq: FW sr or grad student or instr consent"
"FW5604W","Undergraduate","Fisheries Ecology and Management",3,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Managed species/systems. Applied aquatic/fish ecology related to fisheries. Role of planning in fisheries management. Application of management tools, assessment of their efficacy."
"FW5601","Undergraduate","Fisheries Population Analysis",3,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Introduction to theory/methods for estimating vital statistics of fish populations. Using microcomputers/statistical software to describe, analyze, model attributes of fish populations. Case studies from literature of marine/freshwater fisheries management.

prereq: [4001 or Stat 5021], Biol 3407, [Math 1142 or Math 1271]"
"FW8448","Graduate","Fishery Science",3,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Applying ecological theory to study/manipulation of fish populations. Dynamics of growth, mortality, and yield of fish stocks. Field assessment methodology. Simulation applied to management problems. Web-assisted course. Students produce a publishable (print or electronic) project.

prereq: Grad student [in fisheries or wildlife conserv or conserv biol or ecology] or instr consent"
"LA8409","Graduate","Fitting Buildings to the Land",3,"TALA - College of Design","Exercises and projects in site manipulation to adjust structures and attendant uses and circulation to specific land parcels.

prereq: Land arch or arch grad student with 1 yr grad design or instr consent"
"MSF6121","Graduate","Fixed Income and Securities",2,"TCSM - Curtis L. Carlson School of Management","This class provides an introduction to fixed income markets. Topics include the price/yield relation, no-arbitrage pricing of stripped coupon bonds, the duration/convexity approximation, the term structure of interest rates, defaultable bonds, mortgage-backed securities, inflation protected securities, bonds with embedded options, swap rates, the Fed Funds rate, repurchase agreements, and attribution analysis.  

prereq: Fall A Cohort Completion"
"FM5411","Graduate","Fixed Income Market",2,"TIOT - College of Science and Engineering","This elective on fixed income markets expands on the basic concepts in the core  curriculum and provides students a deeper understanding of this market through a hands-on approach."
"DDS6497","Dentistry","Fixed Prosthodontic Clinic D3 Summer",1,"TDEN - School of Dentistry","Third year dental students diagnosis, design, construction of fixed prosthodontic cases."
"DDS6508","Dentistry","Fixed Prosthodontic Clinic D4 Spring",3,"TDEN - School of Dentistry","D4 spring term of diagnosis, design, construction of fixed prosthodontic clinic cases. "
"DDS6499","Dentistry","Fixed Prosthodontics Clinic D3 Fall",1,"TDEN - School of Dentistry","Third year dental students diagnosis, design, construction of fixed prosthodontic cases during Fall semester."
"DDS6502","Dentistry","Fixed Prosthodontics Clinic D3 Spring",3,"TDEN - School of Dentistry","Third year dental students diagnosis, design, construction of fixed prosthodontic cases in clinic Spring semester."
"DDS6506","Dentistry","Fixed Prosthodontics Clinic D4 Fall",1,"TDEN - School of Dentistry","D4 fall term of diagnosis, design, construction of fixed prosthodontic clinic cases. "
"DDS6504","Dentistry","Fixed Prosthodontics Clinic D4 Summer",1,"TDEN - School of Dentistry","D4 summer term of diagnosis, design, construction of fixed prosthodontic clinic cases. "
"DENT6912","Dentistry","Fixed Prosthodontics Clinic I",5,"TDEN - School of Dentistry","Diagnosis, design, and construction of fixed prosthodontic cases."
"DDS6481","Dentistry","Fixed Prosthodontics Clinic II",3,"TDEN - School of Dentistry","Diagnosis, design, construction of fixed prosthodontic cases."
"DENT6914","Dentistry","Fixed Prosthodontics Clinic III",5,"TDEN - School of Dentistry","Diagnosis, design, and construction of fixed prosthodontic cases."
"DDS6483","Dentistry","Fixed Prosthodontics Clinic IV",7.5,"TDEN - School of Dentistry","Diagnosis, design, construction of fixed prosthodontic cases."
"PE1076","Undergraduate","Flag Football",1,"TCED - College of Education and Human Development","Introduction to flag football, techniques, field positions, rules/regulations. Students will participate in vigorous exercise activities including running, throwing, kicking, and catching."
"CHN4021","Undergraduate","Flagship Chinese for Academic Purposes",2,"TCLA - College of Liberal Arts","This content-based instruction course focuses on using the target language (standard Mandarin) properly in academic and professional social settings, and it is designed to prepare Chinese Flagship students for their direct enrollment courses during their capstone year in China. Students will apply Chinese to topics in their major, including writing academic essays and giving professional presentations on specific topics within their domain. Instructor consent required."
"CHN4022","Undergraduate","Flagship Chinese for Professional Purposes",2,"TCLA - College of Liberal Arts","This course prepares Chinese Flagship students for their internship experience in China during their capstone year. Taught entirely in Mandarin Chinese, students explore various job-searching sites, create their own resume and cover letter in Chinese, and participate in mock job interviews for careers pertaining to their professional interests. Students perform basic tasks within their own work area and collaborate with peers from other Flagship universities to complete group work projects. Chinese business etiquette and culture are also embedded in the curriculum."
"DNCE1315","Undergraduate","Flamenco",1,"TCLA - College of Liberal Arts","Basic Spanish Flamenco dance technique with focus on rhythm, footwork, body style. Choreography incorporating techniques learned. Live flamenco guitar accompanies classes.
"
"TH5582","Graduate","Flat Patterning and Draping",3,"TCLA - College of Liberal Arts","This course will focus on two methods of pattern-making for the theatrical costume technician.
Flat Patterning: covering the basic principles and skill of flat patterning the male and female body block and how to use that information to arrive at the pattern for the Costume Designers sketch.
Draping: The student will gain working knowledge of pattern-making using a technique where in pattern is achieved by draping and manipulating fabric directly on a dressmaker's form."
"FSCN8337","Graduate","Flavor Chemistry",2,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Chemistry involved in formation, analysis, and release of flavoring materials in foods.

prereq: 4111"
"FSCN5521","Undergraduate","Flavor Technology",2,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Overview of flavor chemistry/related technology. Analytical techniques, mechanisms of flavor development (chemical/ biogenesis), off-flavors, industrial production/application of food flavorings.

prereq: 4112"
"FSCN4345","Undergraduate","Flavor Technology",3,"TCOA - College of Food, Agricultural and Natural Resource Sciences","Flavor/off-flavor development in foods. Industrial production of food flavorings, their proper application to food systems.

prereq: 4112, 4121, 4331"
"GER1601","Undergraduate","Fleeing Hitler: German and Austrian Filmmakers Between Europe and Hollywood",3,"TCLA - College of Liberal Arts","German/American films by famous directors who left Europe in Nazi period.  Analysis of films by Fritz Lang, Max Ophuls, Robert Siodmak, Otto Preminger, Billy Wilder, Douglas Sirk, and others. Films as art works and as cultural products of particular social, political, and historical moments."
